Variant SKU,ADS Price,Suggested Resale,Variant Compare At Price,Handle,Body (HTML),Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Title,Variant Grams,Variant Inventory Qty,Variant Barcode,SEO Title,SEO Description,Variant Weight Unit,Cost per item
RE-SILBC-5,0.65,6.99,,orange-silicone-bracelet-child-size-1-bracelet-retail,"<p>This orange silicone bracelet has the words ""Hope, Faith, Love"" embossed on it with ribbons. This bracelet is made of high quality, 100% silicone that you can see and feel. The bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Orange Silicone Bracelet - Child Size,22.6796185,999,'849228000245,Orange Silicone Bracelet Child Size Retail,This child size orange silicone bracelet is a great and inexpensive way for a child to show support for leukemia or other orange ribbon cause.,lb,
RE-SILBC-6,0.65,6.99,,red-silicone-bracelet-child-size-1-bracelet-retail,"<p>This red silicone bracelet is embossed with the words, ""Hope, Faith, Love"" and ribbons. This red silicone bracelet is made of high quality 100% silicone that you can see and feel. This bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Red Silicone Bracelet - Child Size,22.6796185,1437,'849228000283,Red Silicone Bracelet Child Size Retail,This child size red silicone bracelet is great to wear at an HIV/AIDS or heart disease awareness fundraising event.,lb,
RE-SILBC-7,0.65,6.99,,gray-silicone-bracelet-child-size-1-bracelet-retail,"<p>This gray silicone bracelet is embossed with the words Hope, Faith, Love and ribbons. This bracelet is made of high quality 100% silicone that you can see and fee. The bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Gray Silicone Bracelet - Child Size,22.6796185,2368,'849228000320,Gray Silicone Bracelet Child Size Retail,This child size gray silicone bracelets is great to wear to show your support of brain cancer awareness.,lb,
RE-SILBC-8,0.65,6.99,,dk-blue-silicone-bracelet-child-size-1-bracelet-retail,"<p>This dark blue silicone bracelet has the words ""Hope, Faith, Love"" with ribbons embossed on it. This is a high quality bracelet made of 100% silicone that you can see and feel. The bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Dark Blue Silicone Bracelet - Child Size,22.6796185,2614,'849228000368,Dark Blue Silicone Bracelet Child Size Retail,These child size dark blue silicone bracelets are great for kids to wear to show their support for child abuse prevention awareness.,lb,
RE-SILBC-9,0.65,6.99,,lime-green-silicone-bracelet-child-size-1-bracelet-retail,"<p>This lime green silicone bracelet is embossed with the words ""Hope, Faith, Love"" and ribbons. The bracelet is made of 100% high quality silicone that you can see and feel. The bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Lime Green Silicone Bracelet - Child Size,22.6796185,1285,'849228000405,Lime Green Silicone Bracelet Child Size Retail,This child size lime green silicone bracelet is great for a youngster to wear to show their support of lymphoma or other lime green ribbon causes.,lb,
RE-SILBC-BUB,0.65,6.99,,black-anti-bullying-silicone-bracelet-child-size-1-bracelet-retail,"<p>This black anti-bullying silicone bracelet is embossed with the words ""Band Against Bullying"" and a ""B"" in a circle with a line through it embossed on it. This bracelet is made of high quality 100% silicone that you can see and feel. The bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Black Anti-Bullying Silicone Bracelet - Child Size,22.6796185,999,'849228016567,Black Child Size Anti-Bullying Silicone Bracelet Retail,This black child size anti-bullying silicone bracelet is great to wear as a reminder that bullying of any type is not tolerated.,lb,
RE-SILBC-BUR,0.65,6.99,,red-anti-bullying-silicone-bracelet-child-size-1-bracelet-retail,"<p>This red anti-bullying silicone bracelet is embossed with the words ""Band Against Bullying"" and a ""B"" in a circle with a line through it. Each bracelet is made of high quality 100% silicone that you can see and feel. The bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Red Anti-Bullying Silicone Bracelet - Child Size,22.6796185,999,'849228020625,Red Child Size Anti-Bullying Silicone Bracelet Retail,This red child size anti-bullying silicone bracelet is a great bullying awareness item for kids to wear to show their commitment to no bullying.,lb,
RE-SILBC-BUT,0.65,6.99,,teal-anti-bullying-silicone-bracelet-child-size-1-bracelet-retail,"<p>This teal anti-bullying silicone bracelet is embossed with the words ""Band Against Bullying"" and a ""B"" in a circle with a line through it. This bracelet is made of high quality 100% silicone that you can see and feel. The bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Teal Anti-Bullying Silicone Bracelet - Child Size,22.6796185,999,'849228016574,Teal Child Size Anti-Bullying Silicone Bracelet Retail,This teal child size anti-bullying silicone bracelet is great for a kid to wear to school to show their support for anti bullying awareness.,lb,
RE-SILBC-P,0.65,6.99,,animal-opt-to-adopt-silicone-bracelet-child-size-1-bracelet-retail,"<p>This purple silicone bracelet is embossed with the words ""Opt to Adopt"" with paw prints. This bracelet is made of 100% high quality silicone that you can see and feel. This bracelet is 7 inches in circumference (child size).</p>",Title,Default Title,,,,,Child Animal Opt to Adopt Silicone Bracelet - Child Size,22.6796185,999,'849228001501,Child Size Pet Adoption Silicone Bracelet Retail,This purple child size pet silicone bracelet is a great gift for your favorite young animal lover.,lb,
RE-SILBC-RB,0.65,6.99,,child-rainbow-pride-silicone-bracelets,<p>This rainbow silicone bracelet is made of high quality 100% silicone that you can see and feel. The bracelet is embossed with the word PRIDE and is7 inches in circumference (child size). </p>,Package Quantity,1 Bracelet,,,,,Child Rainbow PRIDE Silicone Bracelets,5.987419284,499,'849228006650,Child Rainbow PRIDE Silicone Bracelet Wholesale,Our wholesale child size rainbow silicone bracelets are perfect for your gay pride fundraising event. Each rainbow silicone bracelet has rainbow colors and the word pride to show your support for gay pride awareness.,lb,
RE-SILBL-RBH,1,6.99,,wide-black-silicone-bracelets-with-rainbow-hearts,"<p>This wide rainbow heart black silicone bracelet is a black bracelet embossed with brightly colored rainbow striped hearts that go all the way around the bracelets. This wide silicone bracelet is made of high quality 100% silicone that you can see and feel. This is double the width of traditional silicone bracelets, like a cuff. This bracelet is 8 1/2 inches in circumference and 1 inch wide. </p>",Package Quantity,1 Bracelet,,,,,Wide Black Silicone Bracelets with Rainbow Hearts,5.987419284,500,'857217009124,25 Wide Black Silicone Bracelets with Rainbow Hearts,Our wide black Rainbow heart silicone bracelets are sold in bulk at low wholesale prices. These decorative wrist cuffs are a statement piece of love for a pride parade or a great product to sell at a LGBTQ fundraising event.,lb,
RE-SILBL-RBP,1,6.99,,wide-black-silicone-bracelets-with-rainbow-pride,"<p>This Wide Rainbow PRIDE Black Silicone Bracelet is a  black bracelet with the word ""PRIDE"" embossed in brightly colored letters that go around the bracelet. The silicone bracelet is made of high quality 100% silicone that you can see and feel. This is double the width of traditional silicone bracelet, like a cuff. This bracelet is 8 1/2 inches in circumference and 1 inch wide.</p>",Package Quantity,1 Bracelet,,,,,Wide Black Silicone Bracelets with Rainbow PRIDE,5.987419284,499,'857217009148,25 Wide Rainbow PRIDE Black Silicone Bracelets,Our Wide Rainbow PRIDE Black Silicone Bracelets are sold in bulk at low wholesale prices. These large substantive bracelets are perfect for your pride parade or LGBTQ fundraising event.,lb,
RE-SILBR-FR,0.65,6.99,,firefighter-support-red-line-silicone-bracelet-1-bracelet-retail,<p>This thin red line silicone bracelet is a black bracelet debossed with a high gloss thin red line around the center to show support for firefighters and fire rescue personnel. The bracelet is made of 100% high quality silicone that you can see and feel. The bracelet is 8 1/4 inches in circumference.</p>,Title,Default Title,,,,,Firefighter Support Red Line Silicone Bracelet,22.6796185,4346,'849228091243,Thin Red Line Firefighter Support Silicone Bracelet Gift Shop,This Thin Red Line Firefighter Support Silicone Bracelet is a great way to show your support and respect for first responders and fire rescue personnel.,lb,
RE-SILBRB-14,0.65,6.99,,yellow-ribbon-shaped-silicone-bracelet-1-bracelet-retail,<p>This yellow silicone bracelet is cut out ribbon shapes interconnected to form a band. The bracelet is made of high quality 100% silicone that you can see and feel. The bracelet is 8 inches around and 3/4 inch wide.</p>,Title,Default Title,,,,,Yellow Ribbon Shaped Silicone Bracelet,22.6796185,999,'849228036107,"Yellow Ribbon Shaped Silicone Bracelet, Bladder Cancer Wristband",This yellow ribbon shaped silicone bracelet represents bladder cancer as well as military troops support. This yellow awareness bracelet makes a great gift.,lb,
RE-SILBRB-17,0.65,6.99,,black-ribbon-shaped-silicone-bracelet-1-bracelet-retail,<p>This black silicone bracelet is cut out ribbon shapes interconnected to form a band. The bracelet is made of high quality 100% silicone that you can see and feel. The bracelet is 8 inches around and 3/4 inch wide.</p>,Title,Default Title,,,,,Black Ribbon Shaped Silicone Bracelet,22.6796185,999,'849228036145,"Black Ribbon Shaped Silicone Bracelet, Melanoma Awareness",This black ribbon shaped silicone bracelet is inexpensive and a great way to show your support for melanoma awareness.,lb,
RE-SILBRB-7,0.65,6.99,,gray-ribbon-shaped-silicone-bracelet-1-bracelet-retail,<p>This gray silicone bracelet is cut out ribbon shapes interconnected to form a band. The bracelet is made of high quality 100% silicone that you can see and feel. The bracelet is 8 inches around and 3/4 inch wide.</p>,Title,Default Title,,,,,Gray Ribbon Shaped Silicone Bracelet,22.6796185,999,'849228034738,"Gray Ribbon Shaped Silicone Bracelet Retail, Brain Cancer Rubber Bracelet",This gray ribbon shaped silicone bracelet is a great item to give away or wear to show your support for brain cancer awareness.,lb,
RE-SILK-1,0.5,4.99,,pink-silicone-ribbon-keychain-1-keychain-retail,<p>This pink ribbon shaped silicone keychain has a silicone pink ribbon on a silver chain and key ring. The pink silicone ribbon is 2 inches by 1 inch. Carry this fun keychain daily to show your support for breast cancer awareness.</p>,Title,Default Title,,,,,Pink Silicone Ribbon Keychain,22.6796185,4268,'849228054415,"Pink Silicone Ribbon Keychain, Breast Cancer Awareness",This Pink Silicone Ribbon keychain is made of high quality silicone and perfect to carry to show your support for breast cancer awareness.,lb,
RE-SILK-11,0.5,4.99,,gold-silicone-ribbon-key-chain-1-key-chain-retail,<p>This gold ribbon shaped silicone key chain has a silicone gold ribbon on a silver chain and key ring. The gold silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for childhood cancer awareness or other gold ribbon cause.</p>,Title,Default Title,,,,,Gold Silicone Ribbon Key Chain,22.6796185,999,'849228054491,"Gold Silicone Ribbon Key Chain, Childhood Cancer Awareness",Carry this Gold Silicone Ribbon Key Chain everyday to show your support for childhood cancer awareness.,lb,
RE-SILK-13,0.5,4.99,,green-silicone-ribbon-key-chain-1-key-chain-retail,<p>This green ribbon shaped silicone key chain has a silicone green ribbon on a silver chain and key ring. The green silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for mental health awareness or other green ribbon cause.</p>,Title,Default Title,,,,,Green Silicone Ribbon Key Chain,22.6796185,1183,'849228054507,"Green Silicone Ribbon Key Chain, Mental Health Awareness Jewelry",This Green Silicone Ribbon Key Chain is great to carry everyday to show your support for mental health awareness or other green ribbon cause.,lb,
RE-SILK-14,0.5,4.99,,yellow-silicone-ribbon-key-chain-1-key-chain-retail,<p>This yellow ribbon shaped silicone key chain has a silicone yellow ribbon on a silver chain and key ring. The yellow silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for liver cancer awareness or other yellow ribbon cause.</p>,Title,Default Title,,,,,Yellow Silicone Ribbon Key Chain,22.6796185,999,'849228054514,"Yellow Silicone Ribbon Key Chain, Liver Cancer Awareness",This Yellow Silicone Ribbon Key Chain represents bladder cancer or liver cancer as well as military troops support. This yellow awareness key chains makes a great gift or giveaway.,lb,
RE-SILK-15,0.5,4.99,,white-silicone-ribbon-key-chain-1-key-chain-retail,<p>This white ribbon shaped silicone key chain has a silicone white ribbon on a silver chain and key ring. The white silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for bone cancer awareness or other white ribbon cause.</p>,Title,Default Title,,,,,White Silicone Ribbon Key Chain,22.6796185,3,'849228054521,"White Silicone Ribbon Key Chain, Bone Cancer Awareness Jewelry",This White Silicone Ribbon Key Chain makes a great lung cancer or bone cancer awareness gift. Carry a white ribbon key chain to show your support.,lb,
RE-SILK-3,0.5,4.99,,teal-silicone-ribbon-key-chain-1-key-chain-retail,<p>This teal ribbon shaped silicone key chain has a silicone teal ribbon on a silver chain and key ring. The teal silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for ovarian cancer awareness.</p>,Title,Default Title,,,,,Teal Silicone Ribbon Key Chain,22.6796185,999,'849228054422,"Teal Silicone Ribbon Key Chain, Ovarian Cancer Awareness Key Ring",Carry a teal silicone ribbon key chain to show your support for ovarian cancer awareness. The key chain makes a great gift to say thank you to anyone who gave you money for your cause.,lb,
RE-SILK-4,0.5,4.99,,purple-silicone-ribbon-key-chain-1-key-chain-retail,<p>This purple ribbon shaped silicone key chain has a silicone purple ribbon on a silver chain and key ring. The purple silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for cancer awareness or other purple ribbon cause.</p>,Title,Default Title,,,,,Purple Silicone Ribbon Key Chain,22.6796185,999,'849228054439,"Purple Silicone Ribbon Key Chain, Alzheimers Awareness Jewelry",This Purple Silicone Ribbon Key Chain represents Alzheimer's awareness and makes a great gift for someone who has a loved one with Alzheimer's disease.,lb,
RE-SILK-5,0.5,4.99,,orange-silicone-ribbon-key-chain-1-key-chain-retail,<p>This orange ribbon shaped silicone key chain has a silicone orange ribbon on a silver chain and key ring. The orange silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for leukemia awareness or other orange ribbon cause.</p>,Title,Default Title,,,,,Orange Silicone Ribbon Key Chain,22.6796185,999,'849228054446,"Orange Silicone Ribbon Key Chain, Leukemia Jewelry Gift Shop",This Orange Silicone Ribbon Key Chain makes a wonderful gift for a person diagnosed with Leukemia or a great way to show your support. The orange ribbon keychain can also be used for hunger awareness.,lb,
RE-SILK-6,0.5,4.99,,red-silicone-ribbon-key-chain-1-key-chain-retail,<p>This red ribbon shaped silicone key chain has a silicone red ribbon on a silver chain and key ring. The red silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for heart health awareness or other red ribbon cause.</p>,Title,Default Title,,,,,Red Silicone Ribbon Key Chain,22.6796185,700,'849228054453,"Red Silicone Ribbon Key Chain, Heart Health Awareness Jewelry",This Red Silicone Ribbon Key Chain is perfect to carry to show your support for heart health or AIDS and HIV Awareness.,lb,
RE-SILK-8,0.5,4.99,,dk-blue-silicone-ribbon-key-chain-1-key-chain-retail,<p>This dark blue ribbon shaped silicone key chain has a silicone dark blue ribbon on a silver chain and key ring. The dark blue silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for colon cancer awareness or other dark blue ribbon cause.</p>,Title,Default Title,,,,,Dk Blue Silicone Ribbon Key Chain,22.6796185,1540,'849228054477,"Dark Blue Silicone Ribbon Key Chain, Awareness Gift Shop",This Dark Blue Silicone Ribbon Key Chain is great to carry everyday to show your support for colon cancer awareness or other blue ribbon cause.,lb,
RE-SILK-9,0.5,4.99,,lime-green-silicone-ribbon-key-chain-1-key-chain-retail,<p>This lime green ribbon shaped silicone key chain has a silicone lime green ribbon on a silver chain and key ring. The lime green silicone ribbon is 2 inches by 1 inch. Carry this fun key chain daily to show your support for Lyme disease awareness or other lime green ribbon cause.</p>,Title,Default Title,,,,,Lime Green Silicone Ribbon Key Chain,22.6796185,2232,'849228054484,"Lime Green Silicone Ribbon Key Chain, Awareness Gift Shop",ThisLime Green Silicone Ribbon Key Chain is a great gift for someone who has Lyme disease or non hodgkins lymphoma.,lb,
RE-SILP-1,0.6,4.99,,pink-silicone-ribbon-pin-1-pin-retail,<p>This pink ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide and has a tac backing. Wear this fun pink ribbon pin daily to show your support for breast cancer awareness.</p>,Title,Default Title,,,,,Pink Silicone Ribbon Pin,22.6796185,18413,'849228058154,"Pink Silicone Ribbon Pin, Breast Cancer Awareness Jewelry Gifts",This Pink Silicone Ribbon Pin is made of high quality silicone and perfect to wear or share to show your support for breast cancer awareness.,lb,
RE-SILP-11,0.6,4.99,,gold-silicone-ribbon-awareness-pin-1-pin-retail,<p>This Gold Silicone Ribbon Awareness Pin is 1 inch tall by 1/2 inch wide and has a tac backing. Wear or share this fun gold ribbon pin to show your support for childhood cancer awareness or other gold ribbon cause.</p>,Title,Default Title,,,,,Gold Silicone Ribbon Awareness Pin,22.6796185,999,'849228058239,Gold Silicone Ribbon Awareness Pin for Childhood Cancer,Wear a Gold Silicone Ribbon Awareness Pin everyday to show your support for childhood cancer awareness.,lb,
RE-SILP-13,0.6,4.99,,green-silicone-ribbon-pin-1-pin-retail,<p>This green ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide with a tac backing. Wear or share this fun green ribbon lapel pin to show your support for mental health awareness or other green ribbon cause.</p>,Title,Default Title,,,,,Green Silicone Ribbon Pin,22.6796185,999,'849228058246,"Green Silicone Ribbon Pin, Mental Health Awareness Gift Shop",This Green Silicone Ribbon Pin is great to wear or attach to a bag or hat to show your support for mental health awareness or other green ribbon cause.,lb,
RE-SILP-14,0.6,4.99,,yellow-silicone-ribbon-pin-1-pin-retail,<p>This yellow ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide and has a tac backing. Wear or share this fun yellow ribbon pin to show your support for liver cancer awareness or other yellow ribbon cause.</p>,Title,Default Title,,,,,Yellow Silicone Ribbon Pin,22.6796185,999,'849228058253,"Yellow Silicone Ribbon Pin, Liver Cancer Awareness Jewelry",This Yellow Silicone Ribbon Pin represents bladder cancer or liver cancer as well as military troops support. A silicone yellow awareness lapel pin makes a great thank you gift or giveaway.,lb,
RE-SILP-15,0.6,5.99,,white-silicone-ribbon-pin-1-pin-retail,<p>This white ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide and has a tac backing. Wear or share this fun white ribbon pin to show your support for bone cancer awareness or other white ribbon cause.</p>,Title,Default Title,,,,,White Silicone Ribbon Pin,22.6796185,500,'849228058260,"White Silicone Ribbon Pain, Bone Cancer Awareness Gift Shop",This White Silicone Ribbon Pin makes a great lung cancer or bone cancer awareness thank you gift. Wear a white ribbon lapel pin to show your support.,lb,
RE-SILP-17,0.6,4.99,,black-silicone-ribbon-pin-1-pin-retail,<p>This black ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide and has a tac backing. Wear or share this fun black ribbon lapel pin to show your support for melanoma awareness or other black ribbon cause.</p>,Title,Default Title,,,,,Black Silicone Ribbon Pin,22.6796185,999,'849228058277,"Black Silicone Ribbon Pin, Melanoma Awareness Ribbon Gift Shop",This Black Silicone Ribbon Pin is a great thank you gift for someone who has support your melanoma awareness event.,lb,
RE-SILP-3,0.6,4.99,,teal-silicone-ribbon-pin-1-pin-retail,<p>This teal ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide with a tac backing. Wear or share this fun pin to show your support for ovarian cancer awareness.</p>,Title,Default Title,,,,,Teal Silicone Ribbon Pin,22.6796185,500,'849228058161,"Teal Silicone Ribbon Pin, Ovarian Cancer Awareness Gift Shop",Wear or share a teal silicone ribbon pin to show your support for ovarian cancer awareness. A lapel pin makes a great gift to say thank you to anyone who gave you money for your cause.,lb,
RE-SILP-4,0.6,4.99,,purple-silicone-ribbon-pin-1-pin-retail,<p>This purple ribbon shaped silicone pin is 1 inch by 1/2 inch wide and has a tac backing. Wear this fun pin or attach it to a hat or tote bag to show your support for cancer awareness or other purple ribbon cause.</p>,Title,Default Title,,,,,Purple Silicone Ribbon Pin,22.6796185,3512,'849228058178,"Purple Silicone Ribbon Pin, Crohn's Disease Awareness Jewelry",This Purple Silicone Ribbon Pin represents Crohn's disease awareness. The lapel pin can be worn in support of a patient or caregiver.,lb,
RE-SILP-5,0.6,4.99,,orange-silicone-ribbon-pin-1-pin-retail,<p>This orange ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide with a tac backing. Wear this fun orange ribbon pin or attach it to a hat or bag to show your support for leukemia awareness or other orange ribbon cause.</p>,Title,Default Title,,,,,Orange Silicone Ribbon Pin,22.6796185,999,'849228058185,"Orange Silicone Ribbon Pin, Awareness Jewelry Gift Shop",This Orange Silicone Ribbon Pin can be worn or attached to a hat or bag to show support for hunger awareness or other orange ribbon cause.,lb,
RE-SILP-6,0.6,4.99,,red-silicone-ribbon-pin-1-pin-retail,<p>This red ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide with a tac backing. Wear this fun red ribbon pin daily or attach it to a hat or bag to show your support for heart health awareness or other red ribbon cause.</p>,Title,Default Title,,,,,Red Silicone Ribbon Pin,22.6796185,2967,'849228058192,"Red Silicone Ribbon Pin, Heart Disease Awareness Gift Shop",Wear a Red Silicone Ribbon Pin to show your support for heart disease or AIDS and HIV Awareness.,lb,
RE-SILP-7,0.6,4.99,,gray-silicone-ribbon-pin-1-pin-retail,<p>This gray ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide and has a tac backing. Wear this fun pin or attach it to a hat or bag to show your support for brain cancer awareness or other gray ribbon cause.</p>,Title,Default Title,,,,,Gray Silicone Ribbon Pin,22.6796185,999,'849228058208,"Gray Silicone Ribbon Pin, Brain Cancer Awareness Gift Shop",Wear a Gray Silicone Ribbon Pin to show your support for brain cancer awareness or other gray ribbon cause.,lb,
RE-SILP-8,0.6,4.99,,dk-blue-silicone-ribbon-pin-1-pin-retail,<p>This dark blue ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide with a tac backing. Wear or share this fun pin to show your support for colon cancer awareness or other dark blue ribbon cause.</p>,Title,Default Title,,,,,Dk Blue Silicone Ribbon Pin,22.6796185,3366,'849228058215,"Dark Blue Silicone Ribbon Pin, Arthritis Awareness Gift Shop",Wear a Dark Blue Silicone Ribbon Pin to show your support for arthritis awareness or other blue ribbon cause.,lb,
RE-SILP-9,0.6,4.99,,lime-green-silicone-ribbon-pin-1-pin-retail,<p>This lime green ribbon shaped silicone pin is 1 inch tall by 1/2 inch wide with a tac backing. Wear or share this fun lime green ribbon pin to show your support for Lyme disease awareness or other lime green ribbon cause.</p>,Title,Default Title,,,,,Lime Green Silicone Ribbon Pin,22.6796185,5582,'849228058222,"Lime Green Silicone Ribbon Pin, Lyme Disease Awareness Gift Shop",This Lime Green Silicone Ribbon Pin is a great gift for someone who has Lyme disease or non hodgkins lymphoma.,lb,
RE-SILP-HRT,0.6,4.99,,silicone-red-heart-pin-1-pin-retail,<p>This red heart shaped pin is a silicone pin with a tac backing. Each high quality silicone pin is 1 inch by 1 inch.</p>,Title,Default Title,,,,,Silicone Red Heart Pin,27.2155422,1950,'857217009315,"Silicone Red Heart Pin, Heart Disease Awareness Jewelry",This high quality Silicone Red Heart Pin is a great way to show support for heart disease awareness. The heart health awareness pin is inexpensive and can be worn everyday or given away.,lb,
RE-SILP-RB,0.6,4.99,,gay-pride-rainbow-heart-silicone-pins,<p>This heart shaped rainbow pin is a silicone pin striped with the colors of the rainbow. Our high quality silicone pin is 1 inch by 1 inch with a tac backing. </p>,Package Quantity,1 Pin,,,,,Gay Pride Rainbow Heart Silicone Pins,2.993709642,499,'849228084535,"Silicone Rainbow Heart Pins Wholesale, Bulk Gay Pride Jewelry",Our wholesale Silicone Rainbow Heart Pins are fun and inexpensive - perfect for your gay pride awareness or fundraising event. Rainbow jewelry is easy to sell for fundraising or make a great giveaway.,lb,
RE-SILP-RB2,0.6,4.99,,philadelphia-8-stripe-pride-rainbow-heart-silicone-pins,"<p>This ""More Color, More Pride"" Philadelphia 8 Stripe Pride Rainbow Heart Silicone Pin is a silicone pin striped with the colors of the rainbow as well as black and brown stripes to be more inclusive. This high quality silicone pin is 1 inch by 1 inch with a tac backing. These fun pins make great items to give out at gay pride parades or awareness events. </p>",Package Quantity,1 Pin,,,,,Philadelphia 8 Stripe Pride Rainbow Heart Silicone Pins,2.993709642,500,'814361012721,Philadelphia More Color More Pride Silicone Rainbow Heart Pins,Our inexpensive Philadelphia More Color More Pride Silicone Rainbow Heart Pins are fun and perfect for your gay pride awareness or fundraising event. Rainbow jewelry is easy to sell for fundraising or make a great giveaway,lb,
RE-SILP-RB2AS,0.6,4.99,,asexual-striped-flag-silicone-pins,"<p>This Asexual Striped Flag Silicone Pin isa  silicone pin striped with the colors of black, gray, white and purple. This high quality silicone pin is 1 1/8 inch by 3/4 inch with a tac backing.  </p>",Package Quantity,1 Pin,,,,,Asexual Striped Flag Silicone Pins,2.993709642,500,'849228011272,Inexpensive Asexual Striped Flag Silicone Pins,Our Asexual Striped Flag Silicone Pins are fun and perfect for your gay pride awareness or gay pride march that occurs each year in June.,lb,
RE-SILP-RB2H,0.6,4.99,,philadelphia-8-stripe-pride-rainbow-flag-silicone-pins,<p>This Philadelphia 8 Stripe Pride Rainbow Flag Silicone Pin is a silicone pins striped with the colors of the rainbow as well as black and brown stripes to be more inclusive. Our high quality silicone pin is 1 1/8 inch by 3/4 inch with a tac backing. . </p>,Package Quantity,1 Pin,,,,,Philadelphia 8 Stripe Pride Rainbow Flag Silicone Pins,2.993709642,500,'814361017030,Philadelphia Pride Rainbow Flag Silicone Pins,Our Philadelphia Pride Rainbow Flag Silicone Pins are fun and perfect for your gay pride awareness or gay pride march that occurs each year in June.,lb,
RE-SILP-RB2NBI,0.6,4.99,,non-binary-striped-flag-silicone-pins,"<p>This Non-Binary Striped Flag Silicone Pin is a silicone pins striped with the colors of black, yellow, white and purple. Our high quality silicone pin is 1 1/8 inch by 3/4 inch with a tac backing. </p>",Package Quantity,1 Pin,,,,,Non-Binary Striped Flag Silicone Pins,2.993709642,495,'849228025378,Inexpensive Non-Binary Striped Flag Silicone Pins,Our Non-Binary Striped Flag Silicone Pins are fun and perfect for your gay pride awareness or gay pride march that occurs each year in June.,lb,
RE-SILP-RB2Q,0.6,4.99,,progress-pride-flag-by-daniel-quasar-silicone-flag-pins,"<p>This  ""Progress Pride"" Flag by Daniel Quasar flag pin is a silicone pins striped with the colors of the rainbow as well as a black and brown and transgender color chevron to be more inclusive. Our high quality silicone pin is 1 1/8 inch by 3/4 inch with a tac backing. These fun pins are available in bulk wholesale packs and make great items to give out at gay pride parades or awareness events. For more information on the design of this new flag you can view it here: https://quasar.digital/shop/progress-initiative</p>",Package Quantity,1 Pin,,,,,"""Progress Pride"" Flag by Daniel Quasar Silicone Flag Pins",2.993709642,491,'814361017085,Quasar's Progress Pride Rectangle Silicone Flag Pins Wholesale,"Our inexpensive Quasar's Progress Pride Rectangle Flag Pins are inclusive and progressive. Our bulk, wholesale pins are fun and perfect for your gay pride awareness or fundraising event.",lb,
RE-SILP-RBAL,0.6,4.99,,straight-ally-allies-lgbtq-gay-pride-heart-silicone-pins,<p>This straight ally also known as heterosexual ally heart shaped pin is a silicone pin that has black and white stripes along with a upside down V which stands for the letter A in the word Ally in the colors of the rainbow.Our high quality silicone pin is 1 inch by 1 inch with a tac backing. These pins are great for giving out at the office or to friends and family members who are straight to show their support for the gay community. </p>,Package Quantity,1 Pin,,,,,Straight Ally LGBTQ Gay Pride Heart Silicone Pins,5.987419284,498,'849228021462,"Straight Ally, Heterosexual Ally Pride Heart Silicone Pins, Allies LGBTQ Gay Pride","These Straight Ally, Heterosexual Ally heart shaped pins are silicone pins that have black and white stripes along with a upside down V in the colors of the rainbow. Each high quality silicone pin is approximately 1 inch by 1 inch with a tac backing.",lb,
RE-SILP-RBAS,0.6,4.99,,silicone-asexual-lgbtq-pride-heart-pins,"<p>This heart shaped asexual pride pin is a silicone pin  striped with the colors of black, gray, white and purple. Our high quality silicone pin is 1 inch by 1 inch with a tac backing.</p>",Package Quantity,1 Pin,,,,,Silicone Asexual LGBTQ Pride Heart Pins,2.993709642,500,,Asexual LGBTQ Heart Pins in Bulk for Gay PRIDE,Our bulk pack of asexual LGBTQ heart pins are fun and inexpensive - perfect for your gay pride parade to give to friends and family.,lb,
