Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value",Category,"Variant Barcode",Images
1847,1874,"Alzheimer's Awareness Key Chain","<p>This Alzheimer's disease awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Alzheimer's Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"Alzheimer's, clearance_No, color_Purple, GiftOption_Yes, Key Chains, product-type_Key Chains, Purple Ribbon - Retail, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-",0.045359237,RE-K-126-4AL,,alzheimers-awareness-key-chain-1-key-chain-retail,2.5,,2.5,21,8.99,Title,"Default Title",,,,,,'849228099966,202105181457alzheimers-awareness-key-chain-1-key-chain-retail240304577.jpg
1848,1875,"Crohn's Disease Awareness Key Chain","<p>This Crohn's disease awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Crohn's Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Purple, Crohn's Disease, GiftOption_Yes, Key Chains, product-type_Key Chains, Purple Ribbon - Retail, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just ",0.045359237,RE-K-126-4CR,,crohns-disease-awareness-key-chain-1-key-chain-retail,2.5,,2.5,999,8.99,Title,"Default Title",,,,,"Purple Ribbon",'849228099980,202105181457crohns-disease-awareness-key-chain-1-key-chain-retail12711470.jpg
1849,1876,"Domestic Violence Awareness Keychains","<p>This Domestic Violence awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Domestic Violence Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Purple, Domestic Violence, GiftOption_Yes, Key Chains, product-type_Key Chains, Purple Ribbon - Wholesale, shape_Round, Wholesale Merchandise Shop, Wholesale Merchandise S",0.045359237,RE-K-126-4DV,,domestic-violence-awareness-keychains,2.5,,2.5,999,8.99,Title,"Default Title",,,,,,'849228008272,202105181457domestic-violence-awareness-keychains425730570.jpg
1850,1877,"Epilepsy Awareness Key Chain","<p>This purple ribbon Epilepsy awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Epilepsy Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Purple, Epilepsy, GiftOption_Yes, Key Chains, product-type_Key Chains, Purple Ribbon - Retail, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-5,",0.045359237,RE-K-126-4EP,,epilepsy-awareness-key-chain-1-key-chain-retail,2.5,,2.5,999,8.99,Title,"Default Title",,,,,"Purple Ribbon",'810003043726,202105181457epilepsy-awareness-key-chain-1-key-chain-retail246780182.jpg
1851,1878,"Fibromyalgia Awareness Key Chain","<p>This purple ribbon Fibromyalgia awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Fibromyalgia Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Purple, Fibromyalgia, GiftOption_Yes, Key Chains, product-type_Key Chains, Purple Ribbon - Retail, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)",0.045359237,RE-K-126-4FB,,fibromyalgia-awareness-key-chain-1-key-chain-retail,2.5,,2.5,999,8.99,Title,"Default Title",,,,,"Purple Ribbon",'849228026474,202105181457fibromyalgia-awareness-key-chain-1-key-chain-retail258500905.jpg
1852,1879,"Lupus Awareness Key Chain","<p>This purple ribbon Lupus awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Lupus Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Purple, GiftOption_Yes, Key Chains, Lupus, product-type_Key Chains, Purple Ribbon - Retail, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-5, Who",0.045359237,RE-K-126-4LU,,lupus-awareness-key-chain-1-key-chain-retail,2.5,,2.5,998,8.99,Title,"Default Title",,,,,"Purple Ribbon",'849228023770,202105181457lupus-awareness-key-chain-1-key-chain-retail44737481.jpg
1853,1880,"Pancreatic Cancer Awareness Keychains","<p>This Pancreatic Cancer awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Pancreatic Cancer Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Purple, GiftOption_Yes, Key Chains, Pancreatic Cancer, product-type_Key Chains, Purple Ribbon - Wholesale, shape_Round, Wholesale Merchandise Shop, Wholesale Merchandise S",0.045359237,RE-K-126-4PC,,pancreatic-cancer-awareness-keychains,2.5,,2.5,999,8.99,Title,"Default Title",,,,,"Purple Ribbon",'849228026504,202105181458pancreatic-cancer-awareness-keychains100042888.jpg
1854,1881,"Leukemia Awareness Key Chain","<p>This Leukemia awareness key chain has a round silver ring with an orange ribbon hanging in the center and the words ""Leukemia Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Orange, GiftOption_Yes, Key Chains, Leukemia, Orange Ribbon - Retail, product-type_Key Chains, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-7,",0.045359237,RE-K-126-5LK,,leukemia-awareness-key-chain-1-key-chain-retail,2.5,,2.5,999,8.99,Title,"Default Title",,,,,"Orange Ribbon",'810003043825,202105181458leukemia-awareness-key-chain-1-key-chain-retail418965712.jpg
1855,1882,"Brain Cancer Awareness Key Chain","<p>This brain cancer awareness key chain has a round silver ring with a gray ribbon hanging in the center and the words ""Brain Cancer Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"Brain Cancer, clearance_No, color_Gray, GiftOption_Yes, Gray Ribbon - Retail, Key Chains, product-type_Key Chains, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-15,",0.045359237,RE-K-126-7BC,,brain-cancer-awareness-key-chain-1-key-chain-retail,2.5,,2.5,999,8.99,Title,"Default Title",,,,,"Gray Ribbon",'849228026528,202105181458brain-cancer-awareness-key-chain-1-key-chain-retail300261675.jpg
1856,1883,"Parkinson's Awareness Key Chain","<p>This Parkinson's disease awareness key chain has a round silver ring with a gray ribbon hanging in the center and the words ""Parkinson's Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Silver, GiftOption_Yes, Gray Ribbon - Retail, Key Chains, Parkinson's, product-type_Key Chains, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-15",0.045359237,RE-K-126-7PK,,parkinsons-awareness-key-chain-1-key-chain-retail,2.5,,2.5,999,8.99,Title,"Default Title",,,,,"Gray Ribbon",'810003046413,202105181458parkinsons-awareness-key-chain-1-key-chain-retail172504407.jpg
1857,1884,"Colon Cancer Awareness Key Chain","<p>This colon cancer awareness key chain has a round silver ring with a dark blue ribbon hanging in the center and the words ""Colon Cancer Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, Colon Cancer, color_Dark Blue, Dark Blue Ribbon - Retail, GiftOption_Yes, Key Chains, product-type_Key Chains, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy J",0.045359237,RE-K-126-8CC,,colon-cancer-awareness-key-chain-1-key-chain-retail,2.5,,2.5,500,8.99,Title,"Default Title",,,,,"Dark Blue Ribbon",'849228018806,202105181458colon-cancer-awareness-key-chain-1-key-chain-retail58374678.jpg
1858,1885,"Lymphoma Awareness Key Chain","<p>This lymphoma awareness key chain is a round silver ring with a lime green ribbon hanging in the center and the words ""Lymphoma Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the ribbon charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Lime Green, GiftOption_Yes, Key Chains, Lime Green Ribbon - Retail, Lymphoma, product-type_Key Chains, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Jus",0.045359237,RE-K-126-9LY,,lymphoma-awareness-key-chain-1-key-chain-retail,2.5,,2.5,498,8.99,Title,"Default Title",,,,,"Lime Green Ribbon",'849228036954,202105181458lymphoma-awareness-key-chain-1-key-chain-retail268478845.jpg
1859,1886,"Muscular Dystrophy Awareness Key Chain","<p>This muscular dystrophy awareness key chain is a round silver ring with a lime green ribbon hanging in the center and the words ""Muscular Dystrophy Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the ribbon charm is 3/4 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Lime Green, GiftOption_Yes, product-type_Key Chains, shape_Round, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-12, Wholesale Merchandise Shop: Jewelry-29, w",0.045359237,RE-K-126-9MD,,muscular-dystrophy-awareness-key-chain-1-key-chain-retail,2.5,,2.5,500,8.99,Title,"Default Title",,,,,"Lime Green Ribbon",'849228099065,202105181458muscular-dystrophy-awareness-key-chain-1-key-chain-retail35739776.jpg
1860,1887,"Childhood Cancer Awareness Horseshoe Key Chain","<p>This Childhood Cancer awareness key chain features a pretty silver heart charm that reads, ""Childhood Cancer Awareness."" The charm includes a gold ribbon and hangs on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter, and the charm is 3/4 inch by 3/4 inch.</p>","Wholesale Merchandise Shop",vendor-unknown,"Childhood Cancer, clearance_No, color_Gold, GiftOption_Yes, Gold Ribbon - Retail, Key Chains, product-type_Key Chains, shape_Heart, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)",0.045359237,RE-K-129-11CC,,childhood-cancer-awareness-horseshoe-key-chain-1-key-chain-retail,2.5,,2.5,12,8.99,Title,"Default Title",,,,,"Gold Ribbon",'8945091230818,202105181458childhood-cancer-awareness-horseshoe-key-chain-1-key-chain-retail73517147.jpg
1861,1888,"Coronavirus (COVID-19) Awareness Heart Key Chain","<p>This coronavirus COVID-19 key chain is a silver heart charm with a red and yellow ribbon and the words ""Coronavirus Awareness"" on a horseshoe style key ring. The key ring is 1 1/4 inches in diameter and the charm is 3/4 inch by 3/4 inch.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Red-Yellow, Generic, GiftOption_Yes, Key Chains, product-type_Key Chains, Red & Yellow Ribbon - Retail, shape_Heart, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Ju",0.045359237,RE-K-129-28CV,,coronavirus-covid-19-awareness-heart-key-chain-1-key-chain-retail,2.5,,2.5,500,8.99,Title,"Default Title",,,,,"Red & Yellow Ribbon",'8945091231853,202105181458coronavirus-covid-19-awareness-heart-key-chain-1-key-chain-retail215812616.jpg
1862,1889,"Heart Suicide Awareness Key Chain","<p>This suicide awareness key chain has a silver heart charm with a teal and purple ribbon and the words ""Suicide Awareness"" on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch by 3/4 inch.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Teal-Purple, GiftOption_Yes, Key Chains, product-type_Key Chains, shape_Round, Suicide Awareness, Teal & Purple Ribbon - Retail, walmart, Wholesale Merchandise Shop: Gift ",0.045359237,RE-K-129-32SA,,heart-suicide-awareness-key-chain-1-key-chain-retail,2.5,,2.5,999,8.99,Title,"Default Title",,,,,,'8945091221878,202105181458heart-suicide-awareness-key-chain-1-key-chain-retail380119522.jpg
1863,1890,"Cheerleading Heart Key Chain","<p>This Cheerleading Heart key chain has an adorable silver heart charm with the words ""I"" and ""Cheerleading"" across the heart on a horseshoe style key ring. Great gift for someone who just made the cheerleading squad. The key ring is 1 1/4 inches in diameter and the charm is 3/4 inch tall by 3/4 inch wide.</p>","Wholesale Merchandise Shop",vendor-unknown,"Cheerleading, clearance_No, color_Silver, GiftOption_Yes, Key Chains, product-type_Key Chains, shape_Heart, Sports - Retail, walmart, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-43",0.045359237,RE-K-13-SPCH,,cheerleading-heart-key-chain-1-key-chain-retail,2.5,,2.5,500,8.99,Title,"Default Title",,,,,Sports,'8945091224190,202105181458cheerleading-heart-key-chain-1-key-chain-retail91501621.jpg
1864,1891,"Rainbow Infinity Gay Pride Key Chains","<p>This rainbow infinity key chain features a rainbow-striped heart charm  on horseshoe style key ring   The key ring  is 1 1/2 inches in diameter and the charm is 3/4 inch by 1/4 inch wide.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Rainbow, Generic, GiftOption_Yes, Key Chains, product-type_Key Chains, Rainbow - Wholesale, shape_Infinity, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Gay Pri",0.01800761709,RE-K-132-RB,,rainbow-infinity-gay-pride-key-chains,2.5,,2.5,500,8.99,"Package Quantity","1 Keychain",,,,,"Gay Pride",'8945091228303,202105181458rainbow-infinity-gay-pride-key-chains321045980.jpg
